Soil11.scaffold_431547323_c1_2 4
Soil11.scaffold_587233302_c1_1 2
Soil11.scaffold_65427810_c1_20 1
Soil11.scaffold_211583530_c1_6 7
Soil12.scaffold_266712765_c1_2 4
Soil14.scaffold_576820813_c1_40 4
Soil14.scaffold_280216268_c1_12 6
Soil14.scaffold_465502786_c1_2 8
Soil14.scaffold_596019752_c1_119 1
Soil15.scaffold_116822102_c1_19 3
Soil15.scaffold_175810641_c1_3 2
Soil15.scaffold_16321085_c1_6 8
Soil15.scaffold_1255266399_c1_142 1
Soil16.scaffold_436666653_c1_2 3
Soil16.scaffold_804923086_c1_3 1
Soil16.scaffold_313969256_c1_10 1
Soil16.scaffold_1312607544_c1_3 7
Soil17.scaffold_1045002370_c1_23 1
Soil17.scaffold_918557319_c1_2 8
Soil17.scaffold_1202428475_c1_2 1
Soil17.scaffold_274056314_c1_61 4
Soil17.scaffold_332687915_c1_2 8
Soil3.scaffold_414071996_c1_8 1
Soil3.scaffold_333288240_c1_8 8
Soil3.scaffold_530221301_c1_2 3
Soil3.scaffold_408070428_c1_2 5
Soil3.scaffold_285743490_c1_2 5
Soil5.scaffold_133269568_c1_66 5
Soil5.scaffold_215117222_c1_59 6
Soil5.scaffold_183283646_c1_24 3
Soil5.scaffold_489407153_c1_201 5
Soil5.scaffold_87619515_c1_114 1
Soil5.scaffold_544698016_c1_2 2
Soil5.scaffold_384418492_c1_161 6
Soil5.scaffold_395480119_c1_5 6
Soil5.scaffold_549495455_c1_6 1
Soil5.scaffold_120605214_c1_7 1
Soil5.scaffold_416434691_c1_48 1
Soil5.scaffold_249001418_c1_2 5
Soil5.scaffold_82918708_c1_12 4
Soil5.scaffold_559257041_c1_1 6
Soil5.scaffold_434220697_c1_2 1
Soil5.scaffold_13272894_c1_8 1
Soil6.scaffold_86801766_c1_2 4
Soil6.scaffold_312871021_c1_4 8
Soil6.scaffold_460055642_c1_2 6
Soil6.scaffold_95998780_c1_2 5
Soil9.scaffold_98038919_c1_19 4
Soil9.scaffold_766455321_c1_2 4
Soil9.scaffold_816779774_c1_14 8
Soil9.scaffold_175774837_c1_4 7
Soil9.scaffold_209032411_c1_3 8
Soil9.scaffold_711597457_c1_4 8
T0.scaffold_786865677_c1_2 7
T0.scaffold_172278247_c1_4 7
T0.scaffold_961428012_c1_71 2
T0.scaffold_273218771_c1_2 8
